-0.0045328,0.0550083458
-0.0046764,0.0550238479
-0.0043845,0.0550244238
-0.0042362,0.0550247165
-0.0040448,0.0550250941
-0.0038821,0.0550412004
-0.0037529,0.05502567
-0.003662,0.0550258494
-0.0035625,0.0549647574
-0.0034825,0.0549655413
-0.0034025,0.054929921
-0.0033225,0.0548965758
-0.0032425,0.0548563294
-0.0031625,0.0547508546
-0.0030825,0.0546327235
-0.0030025,0.0545433912
-0.0029225,0.0544108357
-0.0028425,0.0542482331
-0.0027625,0.0540786275
-0.0026825,0.0538153675
-0.0026025,0.0536417382
-0.0025153,0.0533773129
-0.0024377,0.0531103608
-0.0023434,0.0527176599
-0.0022825,0.052434062
-0.0022025,0.0519963335
-0.0021225,0.0516086353
-0.0020425,0.0509853798
-0.0019625,0.0505211817
-0.001904,0.050068574
-0.0018025,0.0494238192
-0.0017273,0.0488169662
-0.0016859,0.0488734739
-0.0016425,0.0483587378
-0.0015625,0.0476483099
-0.0014825,0.047418447
-0.001418,0.0474533238
-0.0014025,0.0472200566
-0.0013225,0.0468072462
-0.0012745,0.0467748383
-0.0012425,0.0464023972
-0.0012027,0.0464592735
-0.0011836,0.0463172434
-0.0011625,0.0460197351
-0.0011261,0.045591232
-0.0010825,0.0453642017
-0.0010025,0.0454121308
-0.0009443,0.0453548109
-0.0009347,0.0450233381
