x, y
-0.003490362953692115, 0.055058823529411764
-0.003213642052565707, 0.05501960784313725
-0.002869837296620776, 0.05498039215686275
-0.0025763454317897375, 0.054941176470588236
-0.002308010012515645, 0.05498039215686275
-0.0021319148936170215, 0.054921568627450984
-0.001930663329161452, 0.05488235294117647
-0.0017377972465581976, 0.0547843137254902
-0.0015617021276595746, 0.05464705882352941
-0.0013939924906132667, 0.05450980392156863
-0.0012095118898623278, 0.05431372549019608
-0.001066958698372966, 0.054117647058823534
-0.0009327909887359197, 0.053941176470588235
-0.0007902377972465583, 0.053764705882352944
-0.0006979974968710891, 0.05352941176470588
-0.0005386733416770963, 0.053274509803921566
-0.00042966207759699646, 0.05303921568627451
-0.0003206508135168962, 0.05276470588235294
-0.00020325406758448048, 0.052470588235294116
-0.00008585732165206517, 0.052137254901960785
0.00003153942428035057, 0.05172549019607843
0.0001153942428035043, 0.05143137254901961
0.00019924906132665846, 0.051137254901960784
0.0002747183979974971, 0.050823529411764705
0.0003585732165206513, 0.05052941176470588
0.00040050062578222793, 0.05029411764705882
0.0004759699624530666, 0.050019607843137255
0.0005682102628285354, 0.04974509803921569
0.0006269086357947439, 0.049352941176470586
0.0006939924906132662, 0.049019607843137254
0.0007526908635794747, 0.04880392156862745
0.0008281602002503125, 0.048352941176470585
0.000886858573216521, 0.04796078431372549
0.0009790988735919898, 0.04743137254901961
0.001046182728410513, 0.047058823529411764
0.0011300375469336672, 0.04652941176470588
0.0011803504380475593, 0.046098039215686275
0.0012306633291614515, 0.04568627450980392
0.0012809762202753445, 0.04519607843137255
0.0013061326658322901, 0.044784313725490195
0.0013480600750938676, 0.04429411764705882
0.0013732165206508133, 0.044
0.0014067584480600753, 0.04352941176470588
0.0014570713391739674, 0.043156862745098036
