x, y
-0.0046940068493150685, 0.005698493975903615
-0.004570719178082192, 0.0057
-0.004369805936073059, 0.0057
-0.004123230593607306, 0.005696987951807229
-0.003922317351598174, 0.005698493975903615
-0.0037625000000000002, 0.005696987951807229
-0.0036392123287671235, 0.0056954819277108435
-0.003488527397260274, 0.0056924698795180724
-0.0033150114155251144, 0.005680421686746988
-0.003155194063926941, 0.005668373493975904
-0.0029953767123287673, 0.005650301204819277
-0.0028720890410958906, 0.0056277108433734945
-0.0027579337899543382, 0.005606626506024097
-0.0026437785388127855, 0.005575
-0.002538755707762557, 0.005540361445783132
-0.002438299086757991, 0.00550421686746988
-0.0023378424657534247, 0.005466566265060241
-0.0022373858447488587, 0.0054138554216867476
-0.0021551940639269406, 0.005367168674698795
-0.0020547374429223746, 0.005318975903614458
-0.001981678082191781, 0.005263253012048193
-0.0019223173515981735, 0.005218072289156626
-0.0018446917808219178, 0.005163855421686747
-0.0017944634703196348, 0.005136746987951807
-0.0017442351598173519, 0.005111144578313253
-0.0017259703196347035, 0.005082530120481928
-0.0016894406392694065, 0.005087048192771085
-0.0016483447488584478, 0.005049397590361446
-0.0016118150684931508, 0.0050177710843373495
-0.001579851598173516, 0.004986144578313253
-0.001534189497716895, 0.004956024096385543
-0.001493093607305936, 0.004940963855421687
-0.0014291666666666667, 0.004943975903614458
-0.0013835045662100457, 0.004921385542168675
-0.0013652397260273974, 0.004901807228915663
-0.0013561073059360734, 0.004883734939759036
-0.0012876141552511417, 0.004876204819277108
-0.001255650684931507, 0.004853614457831326
-0.0012236872146118723, 0.004832530120481928
-0.0011917237442922377, 0.004837048192771085
-0.001159760273972603, 0.004815963855421687
-0.0011414954337899547, 0.00478433734939759
-0.0011414954337899547, 0.00478433734939759
-0.0011095319634703196, 0.00475421686746988
-0.0011095319634703196, 0.00475421686746988
-0.0010867009132420093, 0.004731626506024097
-0.00102277397260274, 0.004742168674698796
-0.0009451484018264842, 0.004730120481927711
-0.0009268835616438359, 0.004703012048192771
